ROUTE,REFPT,ENDREFPT,RUNLENGTH_FROM,RUNLENGTH_TO,SEG_LENGTH,CURVE_UPDATEYR,PRICURVE,PRICURVECLASS,SECCURVE,SECCURVECLASS,OBJECTID
285D,232.36000000000001,232.58500000000001,70.519000000000005,70.742000000000004,0.223,"2,016",-1,A,,,"27,194"
285D,232.58500000000001,232.71700000000001,70.742000000000004,70.873000000000005,0.131,"2,016",-696,C,,,"27,195"
285D,232.71700000000001,232.80799999999999,70.873000000000005,70.962999999999994,0.09,"2,016",-1,A,,,"27,196"
285D,232.80799999999999,232.99299999999999,70.962999999999994,71.146000000000001,0.183,"2,016",956,C,,,"27,197"
285D,232.99299999999999,233.12799999999999,71.146000000000001,71.269999999999996,0.124,"2,016",-1,A,,,"27,198"
285D,233.12799999999999,233.38300000000001,71.269999999999996,71.506,0.236,"2,016","-1,247",B,,,"27,199"
285D,233.38300000000001,233.44399999999999,71.506,71.563999999999993,0.058,"2,016",-1,A,,,"27,200"
285D,233.44399999999999,233.75399999999999,71.563999999999993,71.909999999999997,0.346,"2,016","1,841",A,,,"27,201"
285D,233.75399999999999,233.92400000000001,71.909999999999997,72.088999999999999,0.179,"2,016",-1,A,,,"27,202"
285D,233.92400000000001,234.04900000000001,72.088999999999999,72.274000000000001,0.185,"2,016",-987,C,,,"27,203"
285D,234.04900000000001,234.875,72.274000000000001,73.063999999999993,0.79,"2,016",-1,A,,,"27,204"
285D,234.875,235.119,73.063999999999993,73.308999999999997,0.245,"2,016","-1,295",B,,,"27,205"
285D,235.119,235.20099999999999,73.308999999999997,73.391999999999996,0.083,"2,016",-1,A,,,"27,206"
285D,235.20099999999999,235.35499999999999,73.391999999999996,73.555000000000007,0.163,"2,016",851,C,,,"27,207"
285D,235.35499999999999,235.477,73.555000000000007,73.671000000000006,0.116,"2,016",-1,A,,,"27,208"
285D,235.477,235.68299999999999,73.671000000000006,73.849000000000004,0.178,"2,016",-944,C,,,"27,209"
285D,235.68299999999999,236.31200000000001,73.849000000000004,74.426000000000002,0.577,"2,016",-1,A,,,"27,210"
285D,236.31200000000001,236.61000000000001,74.426000000000002,74.677000000000007,0.251,"2,016","1,313",B,,,"27,211"
285D,236.61000000000001,236.654,74.677000000000007,74.713999999999999,0.037,"2,016",-1,A,,,"27,212"
285D,236.654,236.78800000000001,74.713999999999999,74.884,0.17,"2,016",-901,C,,,"27,213"
285D,236.78800000000001,236.90299999999999,74.884,75.033000000000001,0.149,"2,016",-1,A,,,"27,214"
285D,236.90299999999999,237.035,75.033000000000001,75.227000000000004,0.194,"2,016","1,027",C,,,"27,215"
285D,237.035,237.43199999999999,75.227000000000004,75.632000000000005,0.405,"2,016",-1,A,,,"27,216"
285D,237.43199999999999,237.649,75.632000000000005,75.834000000000003,0.202,"2,016","1,049",C,,,"27,217"
285D,237.649,238.01499999999999,75.834000000000003,76.221000000000004,0.387,"2,016",-1,A,,,"27,218"
285D,238.01499999999999,238.261,76.221000000000004,76.439999999999998,0.219,"2,016","-1,164",B,,,"27,219"
285D,238.261,238.49600000000001,76.439999999999998,76.638999999999996,0.199,"2,016",-1,A,,,"27,220"
285D,238.49600000000001,238.90899999999999,76.638999999999996,77.048000000000002,0.409,"2,016","2,144",A,,,"27,221"
285D,238.90899999999999,238.95699999999999,77.048000000000002,77.093999999999994,0.046,"2,016",-1,A,,,"27,222"
285D,238.95699999999999,239.15899999999999,77.093999999999994,77.293999999999997,0.2,"2,016","-1,071",B,,,"27,223"
285D,239.15899999999999,239.20400000000001,77.293999999999997,77.338999999999999,0.045,"2,016",-1,A,,,"27,224"
285D,239.20400000000001,239.48400000000001,77.338999999999999,77.619,0.28,"2,016","1,480",B,,,"27,225"
285D,239.48400000000001,239.529,77.619,77.664000000000001,0.045,"2,016",-1,A,,,"27,226"
285D,239.529,239.922,77.664000000000001,78.046000000000006,0.382,"2,016","-2,038",A,,,"27,227"
285D,239.922,239.97399999999999,78.046000000000006,78.096000000000004,0.05,"2,016",-1,A,,,"27,228"
285D,239.97399999999999,240.26900000000001,78.096000000000004,78.364000000000004,0.268,"2,016","1,401",B,,,"27,229"
285D,240.26900000000001,240.30099999999999,78.364000000000004,78.393000000000001,0.029,"2,016",-1,A,,,"27,230"
285D,240.30099999999999,240.488,78.393000000000001,78.578000000000003,0.185,"2,016",-989,C,,,"27,231"
285D,240.488,240.53700000000001,78.578000000000003,78.614999999999995,0.037,"2,016",-1,A,,,"27,232"
285D,240.53700000000001,240.72499999999999,78.614999999999995,78.766000000000005,0.151,"2,016",787,C,,,"27,233"
285D,240.72499999999999,240.767,78.766000000000005,78.804000000000002,0.038,"2,016",-1,A,,,"27,234"
285D,240.767,241.048,78.804000000000002,79.058999999999997,0.255,"2,016","-1,366",B,,,"27,235"
285D,241.048,241.178,79.058999999999997,79.188999999999993,0.13,"2,016",-1,A,,,"27,236"
285D,241.178,241.309,79.188999999999993,79.319000000000003,0.13,"2,016",-682,C,,,"27,237"
285D,241.309,241.34999999999999,79.319000000000003,79.359999999999999,0.041,"2,016",-1,A,,,"27,238"
285D,241.34999999999999,241.47800000000001,79.359999999999999,79.484999999999999,0.125,"2,016",657,D,,,"27,239"
285D,241.47800000000001,241.827,79.484999999999999,79.825999999999993,0.341,"2,016",-1,A,,,"27,240"
285D,241.827,241.98500000000001,79.825999999999993,80.007999999999996,0.182,"2,016",-968,C,,,"27,241"
285D,241.98500000000001,242.19300000000001,80.007999999999996,80.215000000000003,0.207,"2,016",-1,A,,,"27,242"
285D,242.19300000000001,242.59,80.215000000000003,80.593999999999994,0.379,"2,016","1,995",A,,,"27,243"
285D,242.59,243.04900000000001,80.593999999999994,81.039000000000001,0.445,"2,016",-1,A,,,"27,244"
285D,243.04900000000001,243.22399999999999,81.039000000000001,81.204999999999998,0.166,"2,016",879,C,,,"27,245"
285D,243.22399999999999,243.59,81.204999999999998,81.563999999999993,0.359,"2,016",-1,A,,,"27,246"
285D,243.59,244.06399999999999,81.563999999999993,82.006,0.442,"2,016","-2,352",A,,,"27,247"
285D,244.06399999999999,244.107,82.006,82.039000000000001,0.033,"2,016",-1,A,,,"27,248"
285D,244.107,244.19900000000001,82.039000000000001,82.164000000000001,0.125,"2,016",655,D,,,"27,249"
285D,244.19900000000001,244.24100000000001,82.164000000000001,82.206000000000003,0.042,"2,016",-1,A,,,"27,250"
285D,244.24100000000001,244.39400000000001,82.206000000000003,82.361999999999995,0.156,"2,016",-830,C,,,"27,251"
285D,244.39400000000001,244.452,82.361999999999995,82.420000000000002,0.058,"2,016",-1,A,,,"27,252"
285D,244.452,244.578,82.420000000000002,82.548000000000002,0.128,"2,016",676,C,,,"27,253"
285D,244.578,244.78,82.548000000000002,82.804000000000002,0.256,"2,016",-1,A,,,"27,254"
285D,244.78,244.93199999999999,82.804000000000002,82.950999999999993,0.147,"2,016",767,C,,,"27,255"
285D,244.93199999999999,245.03899999999999,82.950999999999993,83.081000000000003,0.13,"2,016",-1,A,,,"27,256"
285D,245.03899999999999,245.184,83.081000000000003,83.238,0.157,"2,016",-837,C,,,"27,257"
285D,245.184,245.27799999999999,83.238,83.337999999999994,0.1,"2,016",-1,A,,,"27,258"
285D,245.27799999999999,245.411,83.337999999999994,83.480000000000004,0.142,"2,016",743,C,,,"27,259"
285D,245.411,245.45699999999999,83.480000000000004,83.525999999999996,0.046,"2,016",-1,A,,,"27,260"
285D,245.45699999999999,245.66200000000001,83.525999999999996,83.701999999999998,0.176,"2,016",-945,C,,,"27,261"
285D,245.66200000000001,245.696,83.701999999999998,83.736000000000004,0.034,"2,016",-1,A,,,"27,262"
285D,245.696,246.006,83.736000000000004,83.977000000000004,0.241,"2,016","1,243",B,,,"27,263"
285D,246.006,246.03899999999999,83.977000000000004,84.013999999999996,0.037,"2,016",-1,A,,,"27,264"
285D,246.03899999999999,246.18000000000001,84.013999999999996,84.167000000000002,0.153,"2,016",-815,C,,,"27,265"
285D,246.18000000000001,246.21100000000001,84.167000000000002,84.200000000000003,0.033,"2,016",-1,A,,,"27,266"
285D,246.21100000000001,246.411,84.200000000000003,84.412000000000006,0.212,"2,016","1,088",B,,,"27,267"
285D,246.411,246.45400000000001,84.412000000000006,84.457999999999998,0.046,"2,016",-1,A,,,"27,268"
285D,246.45400000000001,246.59399999999999,84.457999999999998,84.606999999999999,0.149,"2,016",-794,C,,,"27,269"
285D,246.59399999999999,246.65600000000001,84.606999999999999,84.673000000000002,0.066,"2,016",-1,A,,,"27,270"
285D,246.65600000000001,246.77000000000001,84.673000000000002,84.793999999999997,0.121,"2,016",632,D,,,"27,271"
285D,246.77000000000001,246.964,84.793999999999997,85.001999999999995,0.208,"2,016",-1,A,,,"27,272"
285D,246.964,247.07900000000001,85.001999999999995,85.117000000000004,0.115,"2,016",-619,D,,,"27,273"
285D,247.07900000000001,247.11000000000001,85.117000000000004,85.147000000000006,0.03,"2,016",-1,A,,,"27,274"
285D,247.11000000000001,247.24000000000001,85.147000000000006,85.272999999999996,0.126,"2,016",654,D,,,"27,275"
285D,247.24000000000001,247.26900000000001,85.272999999999996,85.301000000000002,0.028,"2,016",-1,A,,,"27,276"
285D,247.26900000000001,247.37100000000001,85.301000000000002,85.400999999999996,0.1,"2,016",-529,D,,,"27,277"
285D,247.37100000000001,247.40100000000001,85.400999999999996,85.430000000000007,0.029,"2,016",-1,A,,,"27,278"
285D,247.40100000000001,247.499,85.430000000000007,85.525000000000006,0.095,"2,016",503,D,,,"27,279"
285D,247.499,247.52099999999999,85.525000000000006,85.546000000000006,0.021,"2,016",-1,A,,,"27,280"
285D,247.52099999999999,247.76400000000001,85.546000000000006,85.783000000000001,0.237,"2,016","-1,274",B,,,"27,281"
285D,247.76400000000001,247.81700000000001,85.783000000000001,85.834000000000003,0.051,"2,016",-1,A,,,"27,282"
285D,247.81700000000001,247.98099999999999,85.834000000000003,85.994,0.16,"2,016",832,C,,,"27,283"
285D,247.98099999999999,248.03800000000001,85.994,86.049000000000007,0.055,"2,016",-1,A,,,"27,284"
285D,248.03800000000001,248.18199999999999,86.049000000000007,86.183999999999997,0.135,"2,016",-728,C,,,"27,285"
285D,248.18199999999999,248.38300000000001,86.183999999999997,86.372,0.188,"2,016",-1,A,,,"27,286"
285D,248.38300000000001,248.65199999999999,86.372,86.658000000000001,0.286,"2,016","1,516",B,,,"27,287"
285D,248.65199999999999,248.74600000000001,86.658000000000001,86.754000000000005,0.096,"2,016",-1,A,,,"27,288"
285D,248.74600000000001,248.815,86.754000000000005,86.825000000000003,0.071,"2,016",-373,E,,,"27,289"
285D,248.815,248.827,86.825000000000003,86.837000000000003,0.012,"2,016",-1,A,,,"27,290"
285D,248.827,248.905,86.837000000000003,86.915999999999997,0.079,"2,016",416,D,,,"27,291"
285D,248.905,248.994,86.915999999999997,87.007000000000005,0.091,"2,016",-1,A,,,"27,292"
285D,248.994,249.23599999999999,87.007000000000005,87.248999999999995,0.242,"2,016","-1,275",B,,,"27,293"
285D,249.23599999999999,249.99199999999999,87.248999999999995,87.992000000000004,0.743,"2,016",-1,A,,,"27,294"
285D,249.99199999999999,250.179,87.992000000000004,88.241,0.249,"2,016","1,313",B,,,"27,295"
285D,250.179,250.803,88.241,88.902000000000001,0.661,"2,016",-1,A,,,"27,296"
285D,250.803,250.97800000000001,88.902000000000001,89.034999999999997,0.133,"2,016",699,C,,,"27,297"
285D,250.97800000000001,251.452,89.034999999999997,89.488,0.453,"2,016",-1,A,,,"27,298"
285D,251.452,251.761,89.488,89.786000000000001,0.298,"2,016","-1,582",B,,,"27,299"
285D,251.761,252.934,89.786000000000001,90.951999999999998,1.166,"2,016",-1,A,,,"27,300"
285D,252.934,253.19399999999999,90.951999999999998,91.207999999999998,0.256,"2,016","1,336",B,,,"27,301"
285D,253.19399999999999,253.404,91.207999999999998,91.415000000000006,0.207,"2,016",-1,A,,,"27,302"
285D,253.404,253.61600000000001,91.415000000000006,91.623000000000005,0.208,"2,016","1,094",B,,,"27,303"
285D,253.61600000000001,253.64699999999999,91.623000000000005,91.653000000000006,0.03,"2,016",-1,A,,,"27,304"
285D,253.64699999999999,253.80500000000001,91.653000000000006,91.807000000000002,0.154,"2,016",-812,C,,,"27,305"
285D,253.80500000000001,254.44200000000001,91.807000000000002,92.448999999999998,0.642,"2,016",-1,A,,,"27,306"
285D,254.44200000000001,254.59700000000001,92.448999999999998,92.600999999999999,0.152,"2,016",810,C,,,"27,307"
285D,254.59700000000001,254.63,92.600999999999999,92.634,0.033,"2,016",-1,A,,,"27,308"
285D,254.63,254.76900000000001,92.634,92.769999999999996,0.136,"2,016",-723,C,,,"27,309"
285D,254.76900000000001,254.96600000000001,92.769999999999996,92.950999999999993,0.181,"2,016",-1,A,,,"27,310"
285D,254.96600000000001,255.13900000000001,92.950999999999993,93.134,0.183,"2,016",-965,C,,,"27,311"
285D,255.13900000000001,255.18799999999999,93.134,93.183999999999997,0.05,"2,016",-1,A,,,"27,312"
285D,255.18799999999999,255.33500000000001,93.183999999999997,93.328999999999994,0.145,"2,016",767,C,,,"27,313"
285D,255.33500000000001,255.45599999999999,93.328999999999994,93.444999999999993,0.116,"2,016",-1,A,,,"27,314"
285D,255.45599999999999,255.62200000000001,93.444999999999993,93.603999999999999,0.159,"2,016",-833,C,,,"27,315"
285D,255.62200000000001,255.696,93.603999999999999,93.674999999999997,0.071,"2,016",-1,A,,,"27,316"
285D,255.696,255.822,93.674999999999997,93.796000000000006,0.121,"2,016",636,D,,,"27,317"
285D,255.822,256.66800000000001,93.796000000000006,94.658000000000001,0.862,"2,016",-1,A,,,"27,318"
285D,256.66800000000001,256.87200000000001,94.658000000000001,94.831999999999994,0.174,"2,016",-922,C,,,"27,319"
285D,256.87200000000001,257.28500000000003,94.831999999999994,95.271000000000001,0.439,"2,016",-1,A,,,"27,320"
285D,257.28500000000003,257.53100000000001,95.271000000000001,95.510999999999996,0.24,"2,016","1,274",B,,,"27,321"
285D,257.53100000000001,257.58600000000001,95.510999999999996,95.564999999999998,0.054,"2,016",-1,A,,,"27,322"
285D,257.58600000000001,257.81799999999998,95.564999999999998,95.778000000000006,0.213,"2,016","-1,116",B,,,"27,323"
285D,257.81799999999998,257.85300000000001,95.778000000000006,95.808000000000007,0.03,"2,016",-1,A,,,"27,324"
285D,257.85300000000001,257.98500000000001,95.808000000000007,95.920000000000002,0.112,"2,016",590,D,,,"27,325"
285D,257.98500000000001,258.012,95.920000000000002,95.956999999999994,0.037,"2,016",-1,A,,,"27,326"
285D,258.012,258.17500000000001,95.956999999999994,96.174999999999997,0.218,"2,016","-1,161",B,,,"27,327"
285D,258.17500000000001,258.55500000000001,96.174999999999997,96.549000000000007,0.374,"2,016",-1,A,,,"27,328"
285D,258.55500000000001,258.71100000000001,96.549000000000007,96.691000000000003,0.142,"2,016",-745,C,,,"27,329"
285D,258.71100000000001,258.77499999999998,96.691000000000003,96.748999999999995,0.058,"2,016",-1,A,,,"27,330"
285D,258.77499999999998,258.95100000000002,96.748999999999995,96.909999999999997,0.161,"2,016",851,C,,,"27,331"
285D,258.95100000000002,259.13499999999999,96.909999999999997,97.088999999999999,0.179,"2,016",-1,A,,,"27,332"
285D,259.13499999999999,259.22699999999998,97.088999999999999,97.177999999999997,0.089,"2,016",482,D,,,"27,333"
285D,259.22699999999998,259.24200000000002,97.177999999999997,97.194999999999993,0.017,"2,016",-1,A,,,"27,334"
285D,259.24200000000002,259.32100000000003,97.194999999999993,97.293999999999997,0.099,"2,016",-527,D,,,"27,335"
285D,259.32100000000003,259.88999999999999,97.293999999999997,97.844999999999999,0.551,"2,016",-1,A,,,"27,336"
285D,259.88999999999999,260.065,97.844999999999999,98.006,0.161,"2,016",851,C,,,"27,337"
285D,260.065,260.08600000000001,98.006,98.027000000000001,0.021,"2,016",-1,A,,,"27,338"
285D,260.08600000000001,260.26400000000001,98.027000000000001,98.210999999999999,0.184,"2,016",-967,C,,,"27,339"
285D,260.26400000000001,260.64999999999998,98.210999999999999,98.596000000000004,0.385,"2,016",-1,A,,,"27,340"
285D,260.64999999999998,260.74900000000002,98.596000000000004,98.697999999999993,0.102,"2,016",-541,D,,,"27,341"
285D,260.74900000000002,260.76499999999999,98.697999999999993,98.713999999999999,0.016,"2,016",-1,A,,,"27,342"
285D,260.76499999999999,260.86000000000001,98.713999999999999,98.807000000000002,0.093,"2,016",481,D,,,"27,343"
285D,260.86000000000001,260.91500000000002,98.807000000000002,98.867000000000004,0.06,"2,016",-1,A,,,"27,344"
285D,260.91500000000002,261.06,98.867000000000004,99.013000000000005,0.146,"2,016",-787,C,,,"27,345"
285D,261.06,261.09399999999999,99.013000000000005,99.046999999999997,0.034,"2,016",-1,A,,,"27,346"
285D,261.09399999999999,261.23399999999998,99.046999999999997,99.186000000000007,0.139,"2,016",723,C,,,"27,347"
285D,261.23399999999998,261.601,99.186000000000007,99.551000000000002,0.365,"2,016",-1,A,,,"27,348"
285D,261.601,261.69200000000001,99.551000000000002,99.641999999999996,0.091,"2,016",481,D,,,"27,349"
291A,3.745,3.896,3.742,3.893,0.151,"2,016",798,C,,,"27,682"
285D,261.69200000000001,261.70499999999998,99.641999999999996,99.655000000000001,0.013,"2,016",-1,A,,,"27,350"
285D,261.70499999999998,261.78899999999999,99.655000000000001,99.745999999999995,0.091,"2,016",-480,D,,,"27,351"
285D,261.78899999999999,263.947,99.745999999999995,101.93300000000001,2.187,"2,016",-1,A,,,"27,352"
287A,0,0.063,0,0.068,0.068,"2,016",-1,A,,,"27,353"
287A,0.063,0.517,0.068,0.559,0.491,"2,016","-2,596",A,,,"27,354"
287A,0.517,0.869,0.559,0.884,0.325,"2,016",-1,A,,,"27,355"
287A,0.869,1.203,0.884,1.194,0.31,"2,016","1,633",B,,,"27,356"
287A,1.203,1.835,1.194,1.814,0.62,"2,016",-1,A,,,"27,357"
287A,1.835,2.125,1.814,2.124,0.31,"2,016","1,635",B,,,"27,358"
287A,2.125,2.62,2.124,2.619,0.495,"2,016",-1,A,,,"27,359"
287A,2.62,3.419,2.619,3.418,0.799,"2,016","-4,228",A,,,"27,360"
287A,3.419,3.77,3.418,3.769,0.351,"2,016",-1,A,,,"27,361"
287A,3.77,3.993,3.769,3.992,0.223,"2,016","-1,177",B,,,"27,362"
287A,3.993,6.019,3.992,6.019,2.027,"2,016",-1,A,,,"27,363"
287A,6.019,6.584,6.019,6.564,0.545,"2,016","2,874",A,,,"27,364"
287A,6.584,9.411,6.564,9.316000000000001,2.752,"2,016",-1,A,,,"27,365"
287A,9.411,9.715999999999999,9.316000000000001,9.612,0.296,"2,016","-1,571",B,,,"27,366"
287A,9.715999999999999,12.345000000000001,9.612,12.329000000000001,2.717,"2,016",-1,A,,,"27,367"
287A,12.345000000000001,12.756,12.329000000000001,12.728999999999999,0.4,"2,016","2,112",A,,,"27,368"
287A,12.756,27.631,12.728999999999999,27.632999999999999,14.904,"2,016",-1,A,,,"27,369"
287A,27.631,27.745000000000001,27.632999999999999,27.748000000000001,0.115,"2,016",-610,D,,,"27,370"
287A,27.745000000000001,28.469000000000001,27.748000000000001,28.474,0.726,"2,016",-1,A,,,"27,371"
287A,28.469000000000001,28.606999999999999,28.474,28.611000000000001,0.137,"2,016",719,C,,,"27,372"
287A,28.606999999999999,28.626999999999999,28.611000000000001,28.631,0.02,"2,016",-1,A,,,"27,373"
287A,28.626999999999999,28.856999999999999,28.631,28.869,0.238,"2,016","-1,266",B,,,"27,374"
287A,28.856999999999999,28.923999999999999,28.869,28.937999999999999,0.069,"2,016",-1,A,,,"27,375"
287A,28.923999999999999,29.132999999999999,28.937999999999999,29.157,0.219,"2,016","1,154",B,,,"27,376"
287A,29.132999999999999,31.952000000000002,29.157,31.951000000000001,2.794,"2,016",-1,A,,,"27,377"
287A,31.952000000000002,32.142000000000003,31.951000000000001,32.145000000000003,0.194,"2,016","-1,025",C,,,"27,378"
287A,32.142000000000003,32.969999999999999,32.145000000000003,32.966999999999999,0.822,"2,016",-1,A,,,"27,379"
