ROUTE,REFPT,ENDREFPT,RUNLENGTH_FROM,RUNLENGTH_TO,SEG_LENGTH,CURVE_UPDATEYR,PRICURVE,PRICURVECLASS,SECCURVE,SECCURVECLASS,OBJECTID
006C,37.161000000000001,38.271999999999998,0,0.835,0.835,"2,016",-1,A,,,346
006C,38.271999999999998,38.503,0.835,0.989,0.154,"2,016",804,C,,,347
006C,38.503,38.552999999999997,0.989,1.028,0.039,"2,016",-1,A,,,348
006C,38.552999999999997,38.670000000000002,1.028,1.202,0.174,"2,016",-921,C,,,349
006C,38.670000000000002,38.694000000000003,1.202,1.225,0.023,"2,016",-1,A,,,350
006C,38.694000000000003,38.840000000000003,1.225,1.338,0.113,"2,016",597,D,,,351
006C,38.840000000000003,42.057000000000002,1.338,4.575,3.237,"2,016",-1,A,,,352
006C,42.057000000000002,42.115000000000002,4.575,4.644,0.069,"2,016",359,E,,,353
006C,42.115000000000002,42.829999999999998,4.644,5.354,0.71,"2,016",-1,A,,,354
006C,42.829999999999998,42.878999999999998,5.354,5.403,0.049,"2,016",259,E,,,355
006C,42.878999999999998,42.887,5.403,5.411,0.008,"2,016",-1,A,,,356
006C,42.887,42.951999999999998,5.411,5.477,0.066,"2,016",-349,E,,,357
006C,42.951999999999998,43.813000000000002,5.477,6.341,0.864,"2,016",-1,A,,,358
006C,43.813000000000002,44.667999999999999,6.341,7.142,0.801,"2,016","-4,219",A,,,359
006C,44.667999999999999,44.908999999999999,7.142,7.39,0.248,"2,016",-1,A,,,360
006C,44.908999999999999,44.988,7.39,7.49,0.1,"2,016",-530,D,,,361
006C,44.988,45.073999999999998,7.49,7.581,0.091,"2,016",-1,A,,,362
006C,45.073999999999998,45.182000000000002,7.581,7.691,0.11,"2,016",-579,D,,,363
006C,45.182000000000002,45.292000000000002,7.691,7.803,0.112,"2,016",-1,A,,,364
006C,45.292000000000002,45.441000000000003,7.803,7.956,0.153,"2,016",-808,C,,,365
006C,45.441000000000003,45.555,7.956,8.071999999999999,0.116,"2,016",-1,A,,,366
006C,45.555,45.585000000000001,8.071999999999999,8.109,0.037,"2,016",-199,F,,,367
006C,45.585000000000001,46.015999999999998,8.109,8.398999999999999,0.29,"2,016",-1,A,,,368
006C,46.015999999999998,46.055999999999997,8.398999999999999,8.432,0.033,"2,016",-169,F,,,369
006C,46.055999999999997,46.058,8.432,8.433999999999999,0.002,"2,016",-1,A,,,370
006D,92.275000000000006,92.296000000000006,0,0.02,0.02,"2,016",338,E,,,371
006D,92.296000000000006,92.355999999999995,0.02,0.079,0.059,"2,016",-1,A,,,372
006D,92.355999999999995,92.472999999999999,0.079,0.192,0.113,"2,016",-601,D,,,373
006D,92.472999999999999,92.566999999999993,0.192,0.283,0.091,"2,016",-1,A,,,374
006D,92.566999999999993,92.724000000000004,0.283,0.435,0.152,"2,016",795,C,,,375
006D,92.724000000000004,92.856999999999999,0.435,0.575,0.14,"2,016",-1,A,,,376
006D,92.856999999999999,93.031000000000006,0.575,0.768,0.193,"2,016","-1,018",C,,,377
006D,93.031000000000006,93.367000000000004,0.768,1.152,0.384,"2,016",-1,A,,,378
006D,93.367000000000004,93.399000000000001,1.152,1.188,0.036,"2,016",-189,F,,,379
006D,93.399000000000001,94.918000000000006,1.188,2.623,1.435,"2,016",-1,A,,,380
006D,94.918000000000006,95.097999999999999,2.623,2.799,0.176,"2,016",927,C,,,381
006D,95.097999999999999,96.319999999999993,2.799,4.037,1.238,"2,016",-1,A,,,382
006D,96.319999999999993,96.536000000000001,4.037,4.258,0.221,"2,016","1,167",B,,,383
006D,96.536000000000001,97.116,4.258,4.861,0.603,"2,016",-1,A,,,384
006D,97.116,97.245000000000005,4.861,4.992,0.131,"2,016",688,C,,,385
006D,97.245000000000005,98.286000000000001,4.992,6.03,1.038,"2,016",-1,A,,,386
006D,98.286000000000001,98.363,6.03,6.104,0.074,"2,016",-389,E,,,387
006D,98.363,98.388999999999996,6.104,6.129,0.025,"2,016",-1,A,,,388
006D,98.388999999999996,98.441999999999993,6.129,6.18,0.051,"2,016",-270,E,,,389
006D,98.441999999999993,98.915999999999997,6.18,6.639,0.459,"2,016",-1,A,,,390
006D,98.915999999999997,98.954999999999998,6.639,6.677,0.038,"2,016",200,F,,,391
006D,98.954999999999998,98.962999999999994,6.677,6.685,0.008,"2,016",-1,A,,,392
006D,98.962999999999994,99.016999999999996,6.685,6.74,0.055,"2,016",-290,E,,,393
006D,99.016999999999996,99.150000000000006,6.74,6.876,0.136,"2,016",-1,A,,,394
006D,99.150000000000006,99.194000000000003,6.876,6.918,0.042,"2,016",219,E,,,395
006D,99.194000000000003,99.201999999999998,6.918,6.926,0.008,"2,016",-1,A,,,396
006D,99.201999999999998,99.272000000000006,6.926,7,0.074,"2,016",-393,E,,,397
006D,99.272000000000006,99.278000000000006,7,7.008,0.008,"2,016",-1,A,,,398
006D,99.278000000000006,99.313999999999993,7.008,7.045,0.037,"2,016",195,F,,,399
006D,99.313999999999993,99.641000000000005,7.045,7.372,0.327,"2,016",-1,A,,,400
006D,99.641000000000005,99.689999999999998,7.372,7.421,0.049,"2,016",259,E,,,401
006D,99.689999999999998,99.701999999999998,7.421,7.433,0.012,"2,016",-1,A,,,402
006D,99.701999999999998,99.771000000000001,7.433,7.501,0.068,"2,016",358,E,,,403
006D,99.771000000000001,100.584,7.501,8.321,0.82,"2,016",-1,A,,,404
006D,100.584,100.678,8.321,8.406000000000001,0.085,"2,016",-450,D,,,405
006D,100.678,102.746,8.406000000000001,10.470000000000001,2.064,"2,016",-1,A,,,406
006D,102.746,102.81,10.470000000000001,10.534000000000001,0.064,"2,016",338,E,,,407
006D,102.81,104.254,10.534000000000001,11.978,1.444,"2,016",-1,A,,,408
006D,104.254,104.393,11.978,12.119,0.141,"2,016",-749,C,,,409
006D,104.393,104.673,12.119,12.394,0.275,"2,016",-1,A,,,410
006D,104.673,104.85899999999999,12.394,12.577,0.183,"2,016",-959,C,,,411
006D,104.85899999999999,104.89,12.577,12.606999999999999,0.03,"2,016",-1,A,,,412
006D,104.89,105.05500000000001,12.606999999999999,12.771000000000001,0.164,"2,016",865,C,,,413
006D,105.05500000000001,105.191,12.771000000000001,12.911,0.14,"2,016",-1,A,,,414
006D,105.191,105.297,12.911,13.02,0.109,"2,016",579,D,,,415
006D,105.297,105.381,13.02,13.106,0.086,"2,016",-1,A,,,416
006D,105.381,105.544,13.106,13.273,0.167,"2,016",-880,C,,,417
006D,105.544,105.634,13.273,13.366,0.093,"2,016",-1,A,,,418
006D,105.634,105.798,13.366,13.534000000000001,0.168,"2,016",886,C,,,419
006D,105.798,105.87,13.534000000000001,13.597,0.063,"2,016",-1,A,,,420
006D,105.87,105.93000000000001,13.597,13.651999999999999,0.055,"2,016",-290,E,,,421
006D,105.93000000000001,105.938,13.651999999999999,13.66,0.008,"2,016",-1,A,,,422
006D,105.938,105.971,13.66,13.694000000000001,0.034,"2,016",179,F,,,423
006D,105.971,105.977,13.694000000000001,13.699999999999999,0.006,"2,016",-1,A,,,424
006D,105.977,105.998,13.699999999999999,13.722,0.022,"2,016",-120,F,,,425
006D,105.998,106.217,13.722,13.942,0.22,"2,016",-1,A,,,426
006D,106.217,106.256,13.942,13.978,0.036,"2,016",188,F,,,427
006D,106.256,106.47499999999999,13.978,14.201000000000001,0.223,"2,016",-1,A,,,428
006D,106.47499999999999,106.55800000000001,14.201000000000001,14.329000000000001,0.128,"2,016",674,D,,,429
006D,106.55800000000001,106.86,14.329000000000001,14.525,0.196,"2,016",-1,A,,,430
006D,106.86,107.041,14.525,14.656000000000001,0.131,"2,016",-691,C,,,431
006D,107.041,107.29300000000001,14.656000000000001,14.961,0.305,"2,016",-1,A,,,432
006D,107.29300000000001,107.42100000000001,14.961,15.099,0.138,"2,016",-727,C,,,433
006D,107.42100000000001,108.33199999999999,15.099,16.036999999999999,0.938,"2,016",-1,A,,,434
006D,108.33199999999999,108.61199999999999,16.036999999999999,16.317,0.28,"2,016","-1,488",B,,,435
006D,108.61199999999999,108.86799999999999,16.317,16.573,0.256,"2,016",-1,A,,,436
006D,108.86799999999999,108.955,16.573,16.661999999999999,0.089,"2,016",469,D,,,437
006D,108.955,108.986,16.661999999999999,16.693999999999999,0.032,"2,016",-1,A,,,438
006D,108.986,109.152,16.693999999999999,16.858000000000001,0.164,"2,016",867,C,,,439
006D,109.152,109.199,16.858000000000001,16.904,0.046,"2,016",-1,A,,,440
006D,109.199,109.29300000000001,16.904,16.995999999999999,0.092,"2,016",488,D,,,441
006D,109.29300000000001,109.571,16.995999999999999,17.271000000000001,0.275,"2,016",-1,A,,,442
006D,109.571,109.71899999999999,17.271000000000001,17.422000000000001,0.151,"2,016",797,C,,,443
006D,109.71899999999999,109.889,17.422000000000001,17.596,0.174,"2,016",-1,A,,,444
006D,109.889,109.999,17.596,17.707999999999998,0.112,"2,016",596,D,,,445
006D,109.999,110.253,17.707999999999998,17.957000000000001,0.249,"2,016",-1,A,,,446
006D,110.253,110.375,17.957000000000001,18.065999999999999,0.109,"2,016",-580,D,,,447
006D,110.375,110.449,18.065999999999999,18.131,0.065,"2,016",-1,A,,,448
006D,110.449,110.681,18.131,18.337,0.206,"2,016","-1,091",B,,,449
006D,110.681,110.782,18.337,18.466999999999999,0.13,"2,016",-1,A,,,450
006D,110.782,110.79300000000001,18.466999999999999,18.513999999999999,0.047,"2,016",214,E,,,451
006D,110.79300000000001,110.80500000000001,18.513999999999999,18.556000000000001,0.042,"2,016",-1,A,,,452
006D,110.80500000000001,110.806,18.556000000000001,18.561,0.005,"2,016",-30,F,,,453
006E,149.71799999999999,149.71899999999999,0,0.001,0.001,"2,016",-482,D,,,454
006E,149.71899999999999,149.875,0.001,0.158,0.157,"2,016",-1,A,,,455
006E,149.875,149.99000000000001,0.158,0.274,0.116,"2,016",-613,D,,,456
006E,149.99000000000001,150.00899999999999,0.274,0.294,0.02,"2,016",-1,A,,,457
006E,150.00899999999999,150.095,0.294,0.385,0.091,"2,016",479,D,,,458
006E,150.095,150.114,0.385,0.405,0.02,"2,016",-1,A,,,459
006E,150.114,150.232,0.405,0.529,0.124,"2,016",-637,D,,,460
006E,150.232,150.321,0.529,0.606,0.077,"2,016",-1,A,,,461
006E,150.321,150.55799999999999,0.606,0.831,0.225,"2,016","1,178",B,,,462
006E,150.55799999999999,151.96700000000001,0.831,2.243,1.412,"2,016",-1,A,,,463
006E,151.96700000000001,152.09800000000001,2.243,2.417,0.174,"2,016",920,C,,,464
006E,152.09800000000001,153.34700000000001,2.417,3.599,1.182,"2,016",-1,A,,,465
006E,153.34700000000001,153.47399999999999,3.599,3.728,0.129,"2,016",-679,C,,,466
006E,153.47399999999999,153.81,3.728,4.067,0.339,"2,016",-1,A,,,467
006E,153.81,154.05099999999999,4.067,4.309,0.242,"2,016","-1,270",B,,,468
006E,154.05099999999999,154.08600000000001,4.309,4.343,0.034,"2,016",-1,A,,,469
006E,154.08600000000001,154.23699999999999,4.343,4.493,0.15,"2,016",787,C,,,470
006E,154.23699999999999,154.43799999999999,4.493,4.692,0.199,"2,016",-1,A,,,471
006E,154.43799999999999,154.65000000000001,4.692,4.901,0.209,"2,016","-1,093",B,,,472
006E,154.65000000000001,154.78800000000001,4.901,5.038,0.137,"2,016",-1,A,,,473
006E,154.78800000000001,154.93199999999999,5.038,5.181,0.143,"2,016",742,C,,,474
006E,154.93199999999999,155.30099999999999,5.181,5.554,0.373,"2,016",-1,A,,,475
006E,155.30099999999999,155.43199999999999,5.554,5.687,0.133,"2,016",-700,C,,,476
006E,155.43199999999999,155.619,5.687,5.878,0.191,"2,016",-1,A,,,477
006E,155.619,155.77799999999999,5.878,6.04,0.162,"2,016",-852,C,,,478
006E,155.77799999999999,155.81200000000001,6.04,6.074,0.034,"2,016",-1,A,,,479
006E,155.81200000000001,155.94999999999999,6.074,6.215,0.141,"2,016",744,C,,,480
006E,155.94999999999999,156.06200000000001,6.215,6.372,0.157,"2,016",-1,A,,,481
006E,156.06200000000001,156.16800000000001,6.372,6.48,0.108,"2,016",568,D,,,482
006E,156.16800000000001,156.184,6.48,6.497,0.017,"2,016",-1,A,,,483
006E,156.184,156.274,6.497,6.589,0.092,"2,016",-482,D,,,484
006E,156.274,156.495,6.589,6.816,0.227,"2,016",-1,A,,,485
006E,156.495,156.63999999999999,6.816,6.965,0.149,"2,016",-790,C,,,486
006E,156.63999999999999,156.845,6.965,7.176,0.211,"2,016",-1,A,,,487
006E,156.845,156.93899999999999,7.176,7.272,0.096,"2,016",504,D,,,488
006E,156.93899999999999,156.958,7.272,7.292,0.02,"2,016",-1,A,,,489
006E,156.958,157.035,7.292,7.38,0.088,"2,016",-462,D,,,490
006E,157.035,157.054,7.38,7.405,0.025,"2,016",-1,A,,,491
006E,157.054,157.18700000000001,7.405,7.529,0.124,"2,016",653,D,,,492
006E,157.18700000000001,157.28800000000001,7.529,7.624,0.095,"2,016",-1,A,,,493
006E,157.28800000000001,157.42500000000001,7.624,7.752,0.128,"2,016",-677,C,,,494
006E,157.42500000000001,157.56200000000001,7.752,7.881,0.129,"2,016",-1,A,,,495
006E,157.56200000000001,157.78200000000001,7.881,8.087,0.206,"2,016","1,071",B,,,496
006E,157.78200000000001,157.98099999999999,8.087,8.273,0.186,"2,016",-1,A,,,497
006E,157.98099999999999,158.17099999999999,8.273,8.460000000000001,0.187,"2,016",980,C,,,498
006E,158.17099999999999,158.61699999999999,8.460000000000001,8.901999999999999,0.442,"2,016",-1,A,,,499
006E,158.61699999999999,158.84700000000001,8.901999999999999,9.130000000000001,0.228,"2,016","-1,209",B,,,500
006E,158.84700000000001,158.86799999999999,9.130000000000001,9.15,0.02,"2,016",-1,A,,,501
006E,158.86799999999999,158.93899999999999,9.15,9.221,0.071,"2,016",372,E,,,502
006E,158.93899999999999,158.952,9.221,9.233000000000001,0.012,"2,016",-1,A,,,503
006E,158.952,159.04599999999999,9.233000000000001,9.324999999999999,0.092,"2,016",-483,D,,,504
006E,159.04599999999999,159.19499999999999,9.324999999999999,9.470000000000001,0.145,"2,016",-1,A,,,505
006E,159.19499999999999,159.33600000000001,9.470000000000001,9.619,0.149,"2,016",785,C,,,506
006E,159.33600000000001,159.35900000000001,9.619,9.644,0.025,"2,016",-1,A,,,507
006E,159.35900000000001,159.49700000000001,9.644,9.789999999999999,0.146,"2,016",-766,C,,,508
006E,159.49700000000001,159.58000000000001,9.789999999999999,9.877000000000001,0.087,"2,016",-1,A,,,509
006E,159.58000000000001,159.922,9.877000000000001,10.183,0.306,"2,016","1,617",B,,,510
006E,159.922,160.267,10.183,10.523,0.34,"2,016",-1,A,,,511
006E,160.267,160.535,10.523,10.792999999999999,0.27,"2,016","1,419",B,,,512
006E,160.535,160.584,10.792999999999999,10.843,0.05,"2,016",-1,A,,,513
006E,160.584,160.71899999999999,10.843,10.978999999999999,0.136,"2,016",-723,C,,,514
006E,160.71899999999999,160.886,10.978999999999999,11.148,0.169,"2,016",-1,A,,,515
006E,160.886,161.148,11.148,11.412000000000001,0.264,"2,016","-1,403",B,,,516
006E,161.148,161.251,11.412000000000001,11.516,0.104,"2,016",-1,A,,,517
006E,161.251,161.40299999999999,11.516,11.67,0.154,"2,016",809,C,,,518
006E,161.40299999999999,161.45699999999999,11.67,11.724,0.054,"2,016",-1,A,,,519
006E,161.45699999999999,161.73599999999999,11.724,12.006,0.282,"2,016","1,485",B,,,520
006E,161.73599999999999,161.88399999999999,12.006,12.154999999999999,0.149,"2,016",-1,A,,,521
006E,161.88399999999999,162.06899999999999,12.154999999999999,12.351000000000001,0.196,"2,016","1,025",C,,,522
006E,162.06899999999999,162.23699999999999,12.351000000000001,12.509,0.158,"2,016",-1,A,,,523
006E,162.23699999999999,162.553,12.509,12.802,0.293,"2,016","-1,553",B,,,524
006E,162.553,162.661,12.802,12.901999999999999,0.1,"2,016",-1,A,,,525
006E,162.661,162.767,12.901999999999999,13.000999999999999,0.099,"2,016",-525,D,,,526
006E,162.767,162.78999999999999,13.000999999999999,13.022,0.021,"2,016",-1,A,,,527
006E,162.78999999999999,162.91900000000001,13.022,13.141999999999999,0.12,"2,016",634,D,,,528
006E,162.91900000000001,162.99100000000001,13.141999999999999,13.209,0.067,"2,016",-1,A,,,529
006E,162.99100000000001,163.11699999999999,13.209,13.361000000000001,0.152,"2,016",-812,C,,,530
006E,163.11699999999999,164.16300000000001,13.361000000000001,14.368,1.007,"2,016",-1,A,,,531
006E,164.16300000000001,164.268,14.368,14.492000000000001,0.124,"2,016",-657,D,,,532
006E,164.268,165.00999999999999,14.492000000000001,15.260999999999999,0.769,"2,016",-1,A,,,533
006E,165.00999999999999,165.08600000000001,15.260999999999999,15.34,0.079,"2,016",-416,D,,,534
006E,165.08600000000001,165.09800000000001,15.34,15.352,0.012,"2,016",-1,A,,,535
006E,165.09800000000001,165.15799999999999,15.352,15.414,0.062,"2,016",327,E,,,536
006E,165.15799999999999,165.17400000000001,15.414,15.43,0.016,"2,016",-1,A,,,537
006E,165.17400000000001,165.24100000000001,15.43,15.499000000000001,0.069,"2,016",-370,E,,,538
006E,165.24100000000001,165.70400000000001,15.499000000000001,15.965999999999999,0.467,"2,016",-1,A,,,539
006E,165.70400000000001,165.99700000000001,15.965999999999999,16.283000000000001,0.317,"2,016","1,663",A,,,540
006E,165.99700000000001,166.33099999999999,16.283000000000001,16.606999999999999,0.324,"2,016",-1,A,,,541
006E,166.33099999999999,166.69999999999999,16.606999999999999,16.960999999999999,0.354,"2,016","-1,880",A,,,542
006E,166.69999999999999,166.916,16.960999999999999,17.167999999999999,0.207,"2,016",-1,A,,,543
006E,166.916,167.041,17.167999999999999,17.288,0.12,"2,016",-635,D,,,544
006E,167.041,167.898,17.288,18.141999999999999,0.854,"2,016",-1,A,,,545
006E,167.898,168.077,18.141999999999999,18.324999999999999,0.183,"2,016",962,C,,,546
006E,168.077,168.51499999999999,18.324999999999999,18.754000000000001,0.429,"2,016",-1,A,,,547
006E,168.51499999999999,168.642,18.754000000000001,18.876999999999999,0.123,"2,016",-657,D,,,548
006E,168.642,168.66300000000001,18.876999999999999,18.898,0.021,"2,016",-1,A,,,549
006E,168.66300000000001,168.76599999999999,18.898,18.998000000000001,0.1,"2,016",524,D,,,550
006E,168.76599999999999,168.81800000000001,18.998000000000001,19.047999999999998,0.05,"2,016",-1,A,,,551
006E,168.81800000000001,168.99600000000001,19.047999999999998,19.221,0.173,"2,016",-919,C,,,552
006E,168.99600000000001,169.209,19.221,19.445,0.224,"2,016",-1,A,,,553
006E,169.209,169.40000000000001,19.445,19.631,0.186,"2,016",982,C,,,554
006E,169.40000000000001,169.601,19.631,19.826000000000001,0.195,"2,016",-1,A,,,555
006E,169.601,169.785,19.826000000000001,20.006,0.18,"2,016",940,C,,,556
006E,169.785,169.82300000000001,20.006,20.042999999999999,0.037,"2,016",-1,A,,,557
006E,169.82300000000001,169.994,20.042999999999999,20.209,0.166,"2,016",-878,C,,,558
006E,169.994,170,20.209,20.215,0.006,"2,016",-1,A,,,559
006E,170,170.018,20.215,20.247,0.032,"2,016",175,F,,,560
006E,170.018,170.023,20.247,20.254999999999999,0.008,"2,016",-1,A,,,561
006E,170.023,170.07900000000001,20.254999999999999,20.323,0.068,"2,016",-349,E,,,562
006E,170.07900000000001,170.084,20.323,20.327999999999999,0.005,"2,016",-1,A,,,563
006E,170.084,170.17500000000001,20.327999999999999,20.414000000000001,0.086,"2,016",456,D,,,564
006E,170.17500000000001,171.09700000000001,20.414000000000001,21.315999999999999,0.902,"2,016",-1,A,,,565
006E,171.09700000000001,171.19399999999999,21.315999999999999,21.422000000000001,0.106,"2,016",-566,D,,,566
006E,171.19399999999999,171.672,21.422000000000001,21.922000000000001,0.5,"2,016",-1,A,,,567
006E,171.672,171.852,21.922000000000001,22.094999999999999,0.173,"2,016",-918,C,,,568
006E,171.852,171.99799999999999,22.094999999999999,22.234999999999999,0.14,"2,016",-1,A,,,569
006E,171.99799999999999,172.06999999999999,22.234999999999999,22.318000000000001,0.083,"2,016",-438,D,,,570
006E,172.06999999999999,172.22800000000001,22.318000000000001,22.501999999999999,0.184,"2,016",-1,A,,,571
006E,172.22800000000001,172.339,22.501999999999999,22.613,0.111,"2,016",588,D,,,572
006E,172.339,172.93899999999999,22.613,23.167999999999999,0.555,"2,016",-1,A,,,573
006E,172.93899999999999,173.21299999999999,23.167999999999999,23.425999999999998,0.258,"2,016","1,356",B,,,574
006E,173.21299999999999,173.24799999999999,23.425999999999998,23.459,0.033,"2,016",-1,A,,,575
006E,173.24799999999999,173.37100000000001,23.459,23.576000000000001,0.117,"2,016",-613,D,,,576
006E,173.37100000000001,173.56999999999999,23.576000000000001,23.765000000000001,0.189,"2,016",-1,A,,,577
006E,173.56999999999999,173.79499999999999,23.765000000000001,23.978000000000002,0.213,"2,016","1,111",B,,,578
006E,173.79499999999999,173.96899999999999,23.978000000000002,24.143999999999998,0.166,"2,016",-1,A,,,579
006E,173.96899999999999,174.24199999999999,24.143999999999998,24.428999999999998,0.285,"2,016","-1,511",B,,,580
006E,174.24199999999999,174.31700000000001,24.428999999999998,24.536999999999999,0.108,"2,016",-1,A,,,581
006E,174.31700000000001,174.37799999999999,24.536999999999999,24.66,0.123,"2,016",656,D,,,582
006E,174.37799999999999,174.488,24.66,24.773,0.113,"2,016",-1,A,,,583
006E,174.488,174.541,24.773,24.827999999999999,0.055,"2,016",-285,E,,,584
006F,208.65899999999999,208.88,0,0.218,0.218,"2,016",-1,A,,,585
006F,208.88,209.01400000000001,0.218,0.359,0.141,"2,016",-740,C,,,586
006F,209.01400000000001,209.16399999999999,0.359,0.511,0.152,"2,016",-1,A,,,587
006F,209.16399999999999,209.27199999999999,0.511,0.617,0.106,"2,016",563,D,,,588
006F,209.27199999999999,209.39699999999999,0.617,0.74,0.123,"2,016",-1,A,,,589
006F,209.39699999999999,209.53399999999999,0.74,0.876,0.136,"2,016",-720,C,,,590
006F,209.53399999999999,210.02600000000001,0.876,1.329,0.453,"2,016",-1,A,,,591
006F,210.02600000000001,210.37200000000001,1.329,1.707,0.378,"2,016","1,984",A,,,592
006F,210.37200000000001,210.56100000000001,1.707,1.914,0.207,"2,016",-1,A,,,593
006F,210.56100000000001,210.684,1.914,2.043,0.129,"2,016",677,C,,,594
006F,210.684,210.73099999999999,2.043,2.084,0.041,"2,016",-1,A,,,595
006F,210.73099999999999,210.947,2.084,2.272,0.188,"2,016","-1,008",C,,,596
006F,210.947,211.256,2.272,2.594,0.322,"2,016",-1,A,,,597
006F,211.256,211.42699999999999,2.594,2.765,0.171,"2,016",895,C,,,598
006F,211.42699999999999,211.84700000000001,2.765,3.185,0.42,"2,016",-1,A,,,599
006F,211.84700000000001,212.017,3.185,3.387,0.202,"2,016","-1,071",B,,,600
006F,212.017,212.59899999999999,3.387,3.949,0.562,"2,016",-1,A,,,601
006F,212.59899999999999,212.78999999999999,3.949,4.142,0.193,"2,016","-1,028",C,,,602
006F,212.78999999999999,212.929,4.142,4.258,0.116,"2,016",-1,A,,,603
006F,212.929,213.14099999999999,4.258,4.383,0.125,"2,016",-655,D,,,604
006F,213.14099999999999,213.71899999999999,4.383,5.1,0.717,"2,016",-1,A,,,605
006F,213.71899999999999,214.084,5.1,5.371,0.271,"2,016","-1,441",B,,,606
006F,214.084,214.24199999999999,5.371,5.52,0.149,"2,016",-1,A,,,607
006F,214.24199999999999,214.495,5.52,5.759,0.239,"2,016","1,262",B,,,608
006F,214.495,214.553,5.759,5.817,0.058,"2,016",-1,A,,,609
006F,214.553,214.74000000000001,5.817,6.004,0.187,"2,016",-985,C,,,610
006F,214.74000000000001,215.166,6.004,6.433,0.429,"2,016",-1,A,,,611
006F,215.166,215.31999999999999,6.433,6.587,0.154,"2,016",808,C,,,612
006F,215.31999999999999,215.66499999999999,6.587,6.941,0.354,"2,016",-1,A,,,613
006F,215.66499999999999,215.869,6.941,7.144,0.203,"2,016","-1,070",B,,,614
006F,215.869,216.66499999999999,7.144,8,0.856,"2,016",-1,A,,,615
006F,216.66499999999999,216.86799999999999,8,8.156000000000001,0.156,"2,016",-818,C,,,616
006F,216.86799999999999,216.898,8.156000000000001,8.179,0.023,"2,016",-1,A,,,617
006F,216.898,217.22300000000001,8.179,8.491,0.312,"2,016","1,647",B,,,618
006F,217.22300000000001,217.297,8.491,8.569000000000001,0.078,"2,016",-1,A,,,619
006F,217.297,217.53700000000001,8.569000000000001,8.82,0.251,"2,016","-1,328",B,,,620
006F,217.53700000000001,217.78100000000001,8.82,9.074999999999999,0.255,"2,016",-1,A,,,621
